law_id: 340AC0000000034
law_num: 昭和四十年法律第三十四号

law_revision_id	amendment_enforcement_date	current_revision_status	amendment_law_num	amendment_law_title
340AC0000000034_20240401_505AC0000000044	2024-04-01	PreviousEnforced	令和五年法律第四十四号	脱炭素社会の実現に向けた電気供給体制の確立を図るための電気事業法等の一部を改正する法律
340AC0000000034_20240401_505AC0000000003	2024-04-01	PreviousEnforced	令和五年法律第三号	所得税法等の一部を改正する法律
340AC0000000034_20240201_505AC0000000079	2024-02-01	PreviousEnforced	令和五年法律第七十九号	金融商品取引法等の一部を改正する法律
340AC0000000034_20231129_505AC0000000079	2023-11-29	PreviousEnforced	令和五年法律第七十九号	金融商品取引法等の一部を改正する法律
340AC0000000034_20230607_505AC0000000047	2023-06-07	PreviousEnforced	令和五年法律第四十七号	国立健康危機管理研究機構法の施行に伴う関係法律の整備に関する法律
340AC0000000034_20230607_505AC0000000044	2023-06-07	PreviousEnforced	令和五年法律第四十四号	脱炭素社会の実現に向けた電気供給体制の確立を図るための電気事業法等の一部を改正する法律
340AC0000000034_20230601_505AC0000000003	2023-06-01	PreviousEnforced	令和五年法律第三号	所得税法等の一部を改正する法律
340AC0000000034_20230401_505AC0000000003	2023-04-01	PreviousEnforced	令和五年法律第三号	所得税法等の一部を改正する法律
340AC0000000034_20230101_504AC0000000004	2023-01-01	PreviousEnforced	令和四年法律第四号	所得税法等の一部を改正する法律
340AC0000000034_20221231_504AC0000000004	2022-12-31	PreviousEnforced	令和四年法律第四号	所得税法等の一部を改正する法律
340AC0000000034_20221001_504AC1000000071	2022-10-01	PreviousEnforced	令和四年法律第七十一号	労働者協同組合法等の一部を改正する法律
340AC0000000034_20221001_504AC0000000004	2022-10-01	PreviousEnforced	令和四年法律第四号	所得税法等の一部を改正する法律
340AC0000000034_20220617_504AC0000000068	2022-06-17	PreviousEnforced	令和四年法律第六十八号	刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律
340AC0000000034_20220501_502AC0000000040	2022-05-01	PreviousEnforced	令和二年法律第四十号	年金制度の機能強化のための国民年金法等の一部を改正する法律
340AC0000000034_20220401_504AC0000000004	2022-04-01	PreviousEnforced	令和四年法律第四号	所得税法等の一部を改正する法律
340AC0000000034_20220401_503AC0000000011	2022-04-01	PreviousEnforced	令和三年法律第十一号	所得税法等の一部を改正する法律
340AC0000000034_20220401_502AC0000000008	2022-04-01	PreviousEnforced	令和二年法律第八号	所得税法等の一部を改正する法律
340AC0000000034_20210801_503AC0000000011	2021-08-01	PreviousEnforced	令和三年法律第十一号	所得税法等の一部を改正する法律
340AC0000000034_20210401_503AC0000000011	2021-04-01	PreviousEnforced	令和三年法律第十一号	所得税法等の一部を改正する法律
340AC0000000034_20210301_502AC0000000008	2021-03-01	PreviousEnforced	令和二年法律第八号	所得税法等の一部を改正する法律
340AC0000000034_20200612_502AC0000000049	2020-06-12	PreviousEnforced	令和二年法律第四十九号	強靱かつ持続可能な電気供給体制の確立を図るための電気事業法等の一部を改正する法律
340AC0000000034_20200605_502AC0000000040	2020-06-05	PreviousEnforced	令和二年法律第四十号	年金制度の機能強化のための国民年金法等の一部を改正する法律
340AC0000000034_20200501_501AC0000000028	2020-05-01	PreviousEnforced	令和元年法律第二十八号	情報通信技術の進展に伴う金融取引の多様化に対応するための資金決済に関する法律等の一部を改正する法律
340AC0000000034_20200401_502AC0000000008	2020-04-01	PreviousEnforced	令和二年法律第八号	所得税法等の一部を改正する法律
340AC0000000034_20200401_501AC0000000016	2020-04-01	PreviousEnforced	令和元年法律第十六号	情報通信技術の活用による行政手続等に係る関係者の利便性の向上並びに行政運営の簡素化及び効率化を図るための行政手続等における情報通信の技術の利用に関する法律等の一部を改正する法律
340AC0000000034_20200401_430AC0000000007	2020-04-01	PreviousEnforced	平成三十年法律第七号	所得税法等の一部を改正する法律
340AC0000000034_20200101_430AC0000000007	2020-01-01	PreviousEnforced	平成三十年法律第七号	所得税法等の一部を改正する法律
340AC0000000034_20191001_431AC0000000006	2019-10-01	PreviousEnforced	平成三十一年法律第六号	所得税法等の一部を改正する法律
340AC0000000034_20191001_428AC0000000015	2019-10-01	PreviousEnforced	平成二十八年法律第十五号	所得税法等の一部を改正する法律
340AC0000000034_20190607_501AC0000000028	2019-06-07	PreviousEnforced	令和元年法律第二十八号	情報通信技術の進展に伴う金融取引の多様化に対応するための資金決済に関する法律等の一部を改正する法律
340AC0000000034_20190401_431AC0000000006	2019-04-01	PreviousEnforced	平成三十一年法律第六号	所得税法等の一部を改正する法律
340AC0000000034_20190401_430AC0000000007	2019-04-01	PreviousEnforced	平成三十年法律第七号	所得税法等の一部を改正する法律
340AC0000000034_20190101_430AC0000000007	2019-01-01	PreviousEnforced	平成三十年法律第七号	所得税法等の一部を改正する法律
340AC0000000034_20181116_430AC0000000007	2018-11-16	PreviousEnforced	平成三十年法律第七号	所得税法等の一部を改正する法律
340AC0000000034_20180401_430AC0000000007	2018-04-01	PreviousEnforced	平成三十年法律第七号	所得税法等の一部を改正する法律
340AC0000000034_20180401_429AC0000000074	2018-04-01	PreviousEnforced	平成二十九年法律第七十四号	農業災害補償法の一部を改正する法律
340AC0000000034_20180401_427AC0000000009	2018-04-01	PreviousEnforced	平成二十七年法律第九号	所得税法等の一部を改正する法律
340AC0000000034_20180101_429AC0000000004	2018-01-01	PreviousEnforced	平成二十九年法律第四号	所得税法等の一部を改正する等の法律
340AC0000000034_20171101_428AC0000000089	2017-11-01	PreviousEnforced	平成二十八年法律第八十九号	外国人の技能実習の適正な実施及び技能実習生の保護に関する法律
340AC0000000034_20171001_429AC0000000004	2017-10-01	PreviousEnforced	平成二十九年法律第四号	所得税法等の一部を改正する等の法律
340AC0000000034_20170401_429AC0000000004	2017-04-01	PreviousEnforced	平成二十九年法律第四号	所得税法等の一部を改正する等の法律
340AC0000000034_20170401_428AC0000000039	2017-04-01	PreviousEnforced	平成二十八年法律第三十九号	漁業経営に関する補償制度の改善のための漁船損害等補償法及び漁業災害補償法の一部を改正する等の法律
340AC0000000034_20170401_427AC0000000047	2017-04-01	PreviousEnforced	平成二十七年法律第四十七号	電気事業法等の一部を改正する等の法律
