id	pid	page_start	page_end	section_id	context	core
p070-2.32	2.32	70	70	ch02	...質において比較可能な場合で、取 引された製品の差異に対して相当程度に正確な調整ができない場合には、再販売価 格基準法は、CUP 法よりも信頼できる独立企業の条件の尺度となる。この点は、以 下に述べる原価基準法についても同様である。	packs/ch02-pack-01.txt
p074-2.47	2.47	74	74	ch02	...てのパラグラフ 2.29-2.34 において述べたものと同一の原則が適用される。 したがって、この原価基準法による場合、CUP 法による場合よりも製品の差異の調 整に求められる数は少なくなるであろうし、第 1 章で述べた比較可能性についての 他要...	packs/ch02-pack-01.txt
p080-2.68	2.68	80	80	ch02	...益法の一つの長所は、営業利益指標（例えば、資産に対する 収益、売上に対する営業利益、その他の適切な営業利益の算定法）は、CUP 法で用 いられるような価格の場合よりは取引上の差異によって受ける影響が少ないという 点である。また、営業利益指標は、粗...	packs/ch02-pack-02.txt
p092-2.112	2.112	92	92	ch02	...このコストが売上原価に含まれて計上されており、そのコストだけを抽出す ることができないとする。製品及び市場の差異により CUP 法は適用できないし、追 加機能を反映するため、また追加コストをカバーするために独立企業粗利益は関連 者間の粗利益よりも...	packs/ch02-pack-04.txt
p232-6.116	6.116	232	232	ch06	...移転に関する比較可能性分析に当たっては、無形資産のユニークな 性質を検討することが不可欠である。これは、独立価格比準法（CUP 法）が最適な 移転価格算定手法であると考えられる場合に特に重要であるだけでなく、比較対象 取引に基づく他の方法を適用す...	packs/ch06-pack-04.txt
p240-6.145	6.145	240	240	ch06	6.145 複数の無形資産の移転が関わる問題において、最も有益と考えられる移転価 格算定手法は、CUP 法及び取引単位利益分割法である。評価テクニックは、有効な 方法となり得る。無形資産の移転に関して最も有益と考えられる移...	packs/ch06-pack-05.txt
p240-6.146	6.146	240	240	ch06	... 信頼し得る比較対象取引が特定可能な場合、無形資産又は無形資産に係る権 利の移転について独立企業間条件を決定するために、CUP 法が使用できる。パラグ ラフ 2.14-2.26 の一般的な原則は、CUP 法が無形資産の移転が関わる取引に関して使 ...	packs/ch06-pack-05.txt
p240-6.147	6.147	240	241	ch06	...再移転の対象でない取得資産に 対する差異調整を含む適切な差異調整を行った後の金額）が、関連者間取引の独立 企業間価格を CUP 法に基づいて算定する際の有用な比較対象となる場合が多い。事 実及び状況によっては、このような事例における第三者からの買...	packs/ch06-pack-05.txt
p257-6.205	6.205	257	257	ch06	6.205 検証対象法人がユニークで価値ある無形資産を使用していない場合や、信頼 し得る比較対象を把握可能な場合、CUP 法、再販売価格基準法、原価基準法及び取 引単位営業利益法等の片側検証の方法により独立企業間価格を算定できる場合が多 い...	packs/ch06-pack-08.txt
p268-7.31	7.31	268	268	ch07	...第 3 章に従って決定されるべきである。この指針 の適用により、企業グループ内役務提供の価格算定において独立価格比準法（CUP 法）又は原価ベースの方法（原価基準法又は原価ベースの取引単位営業利益法）を 使用することが導かれる。CUP 法は、受領...	packs/ch07-pack-01.txt
p270-7.36	7.36	270	270	ch07	...ループ内で役務を提供することを決定す るかもしれない。そのような場合、関連者の利益を確保するために、役務提供の対 価を CUP 法によって設定されるであろう価格以上に増額させることは適切ではない。 このような結果は独立企業原則には反しているであろ...	packs/ch07-pack-01.txt
p329-9.110	9.110	329	329	ch09	9.110 実施可能な差異調整の実施を条件に、比較対象候補（内部比較対象を含む） が入手可能な場合がある。例えば、CUP 法であれば、多国籍企業グループと取引を 行っていた独立企業が買収され、この買収に続いて、取引の再編が行われ、当該取 引...	packs/ch09-pack-04.txt
p329-9.111	9.111	329	329	ch09	9.111 また、独立企業が行っている製造、販売又は役務活動と、再編対象の関連者 が行っている活動が比較可能な場合にも CUP 法が適用できるかもしれない。近年の アウトソーシング業務の進展に伴い、場合によっては、再編後の関連者間取引の独 立企業...	packs/ch09-pack-04.txt
p353-10.90	10.90	353	354	ch10	... うした取引が頻繁に行われていることに加え、貸借市場に関する情報と分析が入手 しやすくなっていることにより、金融取引に CUP 法を適用することは、その他の種 類の取引に適用する場合よりも容易になる可能性がある。入手可能な情報には、融 資の特性に...	packs/ch10-pack-02.txt
p354-10.94	10.94	354	354	ch10	10.94. 比較可能性の問題を検討する際、内部 CUP の可能性を見落とすべきではな い。	packs/ch10-pack-02.txt
p354-10.95	10.95	354	355	ch10	10.95. 多国籍企業グループが外部債務について支払う平均金利が、内部 CUP とし て見なされる比較可能性要件を満たす可能性は低いが､借手又はその多国籍企業グル ープの資金調達の中で、非関連の貸手...	packs/ch10-pack-02.txt
p370-10.170	10.170	370	370	ch10	10.170. CUP 法は、独立した保証人が他の借手に対する比較可能な借入に関して保 証を提供していたり、又は、同じ借手が、独立した保証を受...	packs/ch10-pack-04.txt
p370-10.172	10.172	370	371	ch10	10.172. CUP 法を利用する難しさは、非関連者による銀行借入の保証は稀であるこ とを考えると、十分に類似する信用補完のための保証に関す...	packs/ch10-pack-04.txt
p381-10.218	10.218	381	382	ch10	10.218. キャプティブ保険が関係する取引に対する CUP 法の適用は、差異調整の必 要性及び定量化の決定に当たって実務上の困難に直面するかもしれない。とりわけ、 比較対象の信頼...	packs/ch10-pack-06.txt
p520-6.63	6.63	520	531	ch06-app01	...で一般的な製品及びその製品に関連す る特許権との間には重要な差異がある。このため、分析で用いられた使用料率の取 決めは、CUP 法の分析に必要な比較可能性の基準を満たしていない。評価において は、この差異調整が必要である。 100. 分析に当たり...	packs/ch06-app01-pack-00.part-01.txt
