id	date	court	title	topics	keywords	laws
11006	2008-08-20	最高裁	法人税受理	法人税		
11007	2008-08-22	広島高裁	行政処分	法人税	国家賠償,損害賠償	国税通則法23条
11008	2008-08-25	札幌地裁	文書提出命令申立	法人税	役員報酬	
11009	2008-08-27	最高裁	法人税額	法人税		
11010	2008-08-27	最高裁	法人税額受理	法人税		
11013	2008-08-28	東京地裁	所得税	法人税,所得税,CFC	過少申告加算税	国税通則法65条,租税特別措置法40条の4
11015	2008-08-29	大阪高裁	法人税	法人税,所得税	過少申告加算税,青色申告	
11016	2008-09-03	東京高裁	不当利得返還請求	法人税,消費税	不当利得	
11017	2008-09-05	最高裁	法人税受理申立	法人税		
11020	2008-09-10	大阪高裁	納税告知処分	法人税,所得税	役員報酬	
11023	2008-09-12	最高裁	法人税額	法人税	無申告加算税	
11024	2008-09-16	最高裁	法人税受理申立	法人税		
11025	2008-09-16	最高裁	法人税受理申立	法人税		
11026	2008-09-16	最高裁	法人税受理申立	法人税		
11027	2008-09-16	最高裁	法人税受理申立	法人税		
11028	2008-09-16	最高裁	法人税受理申立	法人税		
11029	2008-09-16	最高裁	法人税受理申立	法人税		
11030	2008-09-16	最高裁	法人税受理申立	法人税		
11031	2008-09-16	最高裁	法人税受理申立	法人税		
11032	2008-09-16	最高裁	法人税	法人税		
11039	2008-09-29	名古屋地裁	所得税	法人税,所得税,消費税	過少申告加算税	所得税法33条,所得税法35条
11042	2008-10-01	東京高裁	課税処分	法人税,所得税	重加算税,過少申告加算税,無申告加算税,役員報酬,青色申告	国税通則法65条,法人税法34条
11044	2008-10-01	山口地裁	損害賠償請求	法人税	国家賠償,損害賠償	
11045	2008-10-03	東京地裁	法人税	法人税,CFC	過少申告加算税	国税通則法23条,国税通則法65条,租税特別措置法66条の6
11046	2008-10-07	最高裁	法人税重加算税賦課及び受理申立	法人税	重加算税	
11055	2008-10-21	京都地裁	所得税	法人税,所得税,消費税	必要経費	所得税法27条,消費税法4条
11057	2008-10-24	最高裁	法人税受理申立	法人税		
11061	2008-10-30	東京高裁	法人税	法人税,移転価格	過少申告加算税	国税通則法65条,租税特別措置法66条の4
11063	2008-10-30	名古屋地裁	消費税	法人税,消費税	過少申告加算税	消費税法2条
11064	2008-10-30	名古屋地裁	法人税更正	法人税,消費税	重加算税,過少申告加算税	行政事件訴訟法14条
11066	2008-10-30	名古屋地裁	消費税の	法人税,消費税	重加算税,過少申告加算税	国税通則法68条,消費税法2条
11068	2008-10-31	東京地裁	青色申告承認取消処分	法人税	重加算税,過少申告加算税,青色申告	国税通則法68条
11069	2008-11-06	岡山地裁	法人税	法人税,所得税,消費税	損金算入,交際費,青色申告	
11073	2008-11-13	神戸地裁	法人税	法人税,相続税	重加算税,過少申告加算税	国税通則法70条
11074	2008-11-13	大阪高裁	法人税	法人税	過少申告加算税,必要経費	
11075	2008-11-14	福岡高裁	法人税	法人税		
11081	2008-11-26	長野地裁	国家賠償請求	法人税,所得税,消費税	国家賠償	
11084	2008-11-27	東京地裁	賦課	法人税,所得税,消費税	過少申告加算税	国税徴収法39条,行政事件訴訟法14条
11085	2008-11-27	東京地裁	法人税	法人税	重加算税,過少申告加算税	国税通則法68条,国税通則法70条,租税特別措置法66条の6
11090	2008-11-28	福岡地裁	法人税	法人税	過少申告加算税	国税通則法65条,法人税法22条
11091	2008-11-28	東京地裁	法人税	法人税	過少申告加算税	国税通則法70条
11092	2008-11-28	東京高裁	過誤納金還付請求	法人税,所得税	不当利得	
11095	2008-12-01	大分地裁	法人税	法人税	過少申告加算税	
11096	2008-12-01	大分地裁	法人税	法人税	過少申告加算税,損金算入,寄附金,役員報酬	国税通則法65条,法人税法34条
11097	2008-12-02	東京高裁	法人税	法人税,所得税	過少申告加算税,益金算入,損害賠償	
11103	2008-12-11	最高裁	法人税受理申立	法人税		
11107	2008-12-18	名古屋地裁	所得税	法人税,所得税	過少申告加算税,青色申告	国税通則法65条,所得税法157条
11112	2008-12-24	松山地裁	法人税	法人税	過少申告加算税,損金算入,寄附金	国税通則法65条,法人税法22条,法人税法37条
11113	2008-12-24	松山地裁	法人税	法人税,消費税	過少申告加算税,交際費	国税通則法65条,法人税法22条,法人税法37条
11115	2009-01-14	神戸地裁	法人税通知処分	法人税	青色申告	国税通則法23条,国税通則法68条
11116	2009-01-16	東京地裁	法人税	法人税	過少申告加算税,青色申告	国税通則法65条
11125	2009-01-27	福岡地裁	所得税	法人税,所得税,相続税,贈与税	過少申告加算税	所得税法34条
