id	date	court	title	topics	keywords	laws
13633	2021-11-24	東京高裁	法人税	法人税,CFC	地方法人税,外国子会社合算税制,復興特別法人税,措置法６６条の６,措置法６８条の９０	
13634	2021-11-25	東京地裁	更正の請求拒否通知	法人税,所得税	復興特別所得税,所得税,更正の請求,法人税,無申告加算税	
13640	2021-12-07	最高裁	法人税及び受理	法人税	法人税	
13641	2021-12-08	名古屋地裁	所得税の更正及び過少申告加算税賦課決定の	法人税,所得税	復興特別所得税,所得税,更正の請求,法人税,賦課決定	
13644	2021-12-21	最高裁	法人税及び受理	法人税	法人税	
13647	2021-12-22	東京高裁	課税された納付済源泉所得税の還付請求	法人税,所得税,消費税	地方消費税,復興特別所得税,所得税,法人税,消費税	
13648	2021-12-23	東京高裁	課税された納付済源泉所得税の還付請求	法人税,所得税	復興特別所得税,所得税,法人税,源泉所得税	
13649	2021-12-23	宇都宮地裁	法人税	法人税,所得税,消費税	地方法人税,地方消費税,復興特別法人税,所得税,更正の請求	
13650	2021-12-23	東京地裁	法人税	法人税,所得税,消費税	地方法人税,地方消費税,復興特別法人税,所得税,法人税	
13652	2022-01-11	最高裁	法人税及び受理	法人税	法人税	
13658	2022-01-14	東京地裁	法人税更正請求に対する更正すべき理由がない旨の通知処分	法人税,所得税	地方法人税,所得税,更正の請求,法人税	
