id	number	date_iso	tax_types	issue_hint	url
74_15	裁決事例集No.74-15	2002-04-01	法人税	）が親会社との間で取り組んだ劣後ローンについて、原処分庁が、請求人には劣後ローンを取り組む合理的な理由はなく、当該劣後ローンに係る支払利息は法人税法第37条第7項に規定する寄附金に当たるとして法人税の更正処分等を行ったのに対し、請求人が、当該劣後ローンについては合理的な理由があるとして、同処分等の全部の取消しを求めた事案である。	https://www.kfs.go.jp/service/JP/74/15/index.html
74_16	裁決事例集No.74-16	2003-04-01	法人税	(5) 争点 本件各減価償却資産は、法人税法施行令第13条第3号に規定する「機械及び装置」として、措置法第42条の6第1項第1号に規定する減価償却資産に該当するか否か。	https://www.kfs.go.jp/service/JP/74/16/index.html
75_08	裁決事例集No.75-8	2007-08-08	法人税	(4) 争点 法人税の法定申告期限から5年を経過した日以後において、通則法第70条第2項第3号に規定する更正をすることができるのは、納税者に有利になる場合に限られるか否か。	https://www.kfs.go.jp/service/JP/75/08/index.html
75_20	裁決事例集No.75-20	2004-01-01	法人税	)が、受取配当等の益金不算入額を計算するに当たり、請求人が受領した配当等の額から、当該配当等を実際に受領した関係法人株式等のみに係る負債の利子の額を控除したことについて、原処分庁が、配当等の有無にかかわらず請求人が保有するすべての関係法人株式等に係る負債の利子の額を控除して法人税の各更正処分等を行ったのに対し、請求人が、法人税法第23条《受取配当等の益金不算入》第1項及び同条第4項第2号の誤った解釈に基づく課税処分であるとして、これらの処分等の全部の取消しを求めた事案である。	https://www.kfs.go.jp/service/JP/75/20/index.html
75_21	裁決事例集No.75-21	2005-10-01	法人税,消費税	)が売掛債権の全額回収ができなくなったとして損金の額に算入した貸倒損失の金額及び消費税の課税標準額に対する消費税額から控除した貸倒れに係る消費税額について、原処分庁が、当該売掛債権の全額回収ができないことが明らかになったのは当事業年度前の事業年度であるから、当事業年度の損金の額には算入できないなどとして行った法人税並びに消費税及び地方消費税(以下、消費税と併せて「消費税等」という。	https://www.kfs.go.jp/service/JP/75/21/index.html
75_22	裁決事例集No.75-22	2004-10-01	法人税	争点は、次の2点である。	https://www.kfs.go.jp/service/JP/75/22/index.html
75_23	裁決事例集No.75-23	2004-04-01	法人税	(平20.3.24、裁決事例集No.75 342頁) | 公表裁決事例等の紹介 | 国税不服審判所 本文へジャンプします サイト内検索 検索の仕方 利用案内 サイトマップ 関連リンク ホーム >> 公表裁決事例集等の紹介 >> 公表裁決事例 >> 裁決事例集 No.75 >> (平20.3.24、裁決事例集No.75 342頁) (平20.3.24、裁決事例集No.75 342頁) 《裁決書（抄）》 1 事実 (1) 事案の概要 本件は、原処分庁が飲食店の経営及び食品製造等を営む請求人に対して行った法人税の更正処分及び過少申告加算税の賦課決定処分について、請求人がこれらの処分の違法等を理由としてその全部の取消しを求めた事案で、争点は次の4点である。	https://www.kfs.go.jp/service/JP/75/23/index.html
75_24	裁決事例集No.75-24	2005-04-01	法人税	トップに戻る 2 争点 (1) 本件更正処分について イ 本件更正処分は、通則法第24条にいう「調査」に基づかないでされた違法なものであるか否か(争点1-1)。	https://www.kfs.go.jp/service/JP/75/24/index.html
75_25	裁決事例集No.75-25	2003-04-01	法人税	(4) 争点 争点1 売上金額はいくらか。	https://www.kfs.go.jp/service/JP/75/25/index.html
75_26	裁決事例集No.75-26	2006-01-01	法人税	)が、卒業式において供した昼食等に係る費用について、原処分庁が交際費等に当たるとして法人税の更正処分及び過少申告加算税の賦課決定処分を行ったのに対し、請求人が、当該費用は交際費等に該当しないとして、これらの処分の全部の取消しを求めた事案である。	https://www.kfs.go.jp/service/JP/75/26/index.html
75_28	裁決事例集No.75-28	2002-07-01	法人税	)がE国に設立した外国法人の損益の額を請求人の損益の額と合算して法人税の確定申告をしたことについて、原処分庁が当該外国法人は租税特別措置法(平成16年法律第14号による改正前のもの。	https://www.kfs.go.jp/service/JP/75/28/index.html
75_42	裁決事例集No.75-42	2007-08-01	法人税,消費税	争点は、当該建物の取得価額及び課税仕入れに係る支払対価の額は、売買契約書に記載された建物価額によるべきか、売買代金総額を土地及び建物の各固定資産税評価額の価額比であん分して算定した価額によるべきかである。	https://www.kfs.go.jp/service/JP/75/42/index.html
76_03	裁決事例集No.76-3	2003-05-01	法人税	(4) 争点 本件各更正処分は、信義誠実の原則（以下「信義則」という。	https://www.kfs.go.jp/service/JP/76/03/index.html
76_19	裁決事例集No.76-19	2004-02-01	法人税	(5) 争点 本件役員報酬額に法人税法第34条第1項に規定する｢不相当に高額な部分の金額｣があるか否か。	https://www.kfs.go.jp/service/JP/76/19/index.html
77_12	裁決事例集No.77-12	2003-11-01	所得税,法人税,源泉所得税	トップに戻る 2 争点及び主張 (1) 争点1 本件各納税告知処分に理由付記がないことは違法か イ 原処分庁 本件各納税告知処分は適法である。	https://www.kfs.go.jp/service/JP/77/12/index.html
77_19	裁決事例集No.77-19	2008-04-25	法人税	トップに戻る 2 主張 (1) 争点1（本件事業年度終了の時において、P社の株式の価額の回復が見込まれないといえるか。	https://www.kfs.go.jp/service/JP/77/19/index.html
77_20	裁決事例集No.77-20	2004-10-01	法人税	(5) 争点 本件債権放棄による債務免除は、法人税法施行令第117条第4号に規定する｢前3号に掲げる事実に準ずる事実｣に該当するか否か。	https://www.kfs.go.jp/service/JP/77/20/index.html
77_21	裁決事例集No.77-21	2004-04-01	法人税	2 主張 争点に係る当事者の主張は、別紙のとおりである。	https://www.kfs.go.jp/service/JP/77/21/index.html
77_22	裁決事例集No.77-22	2006-12-21	法人税	トップに戻る 2 争点 本件確定申告において、E社のみなし納付外国法人税の額につき請求人が間接納付したとみなされる控除対象外国法人税の額に係る外国税額控除をしなかったことは、更正の請求の要件に該当するか否か。	https://www.kfs.go.jp/service/JP/77/22/index.html
77_32	裁決事例集No.77-32	2008-02-25	法人税,消費税	(5) 争点 争点1 本件車両の売却代金はいくらか。	https://www.kfs.go.jp/service/JP/77/32/index.html
78_19	裁決事例集No.78-19	2008-11-11	法人税	(5) 争点 本件霊園開発事業は、請求人の収益事業に当たるか否か。	https://www.kfs.go.jp/service/JP/78/19/index.html
78_20	裁決事例集No.78-20	2003-08-01	法人税	(5) 争点 本件紙取引に係る収益は、請求人の売上げか否か。	https://www.kfs.go.jp/service/JP/78/20/index.html
78_21	裁決事例集No.78-21	2007-01-01	法人税	第1号 当該事業年度の課税標準である所得の金額又は欠損金額 第2号 前号に掲げる所得の金額につき前節（税額の計算）の規定を適用して計算した法人税の額 第3号から第6号まで 省略 2 争点 本件期末未払給与差額は本件事業年度の損金の額に算入することができるか否か。	https://www.kfs.go.jp/service/JP/78/21/index.html
78_22	裁決事例集No.78-22	2003-03-01	所得税,法人税,源泉所得税	(5) 争点 本件監査役報酬額は、法人税法第34条第2項に規定する仮装して経理をすることにより役員に対して支給した報酬の額に該当するか否か。	https://www.kfs.go.jp/service/JP/78/22/index.html
78_24	裁決事例集No.78-24	2004-06-01	法人税	トップに戻る 2 争点 (1) 争点1 本件審査請求において、本件各更正理由以外の理由である本件否認規定の適用を、原処分庁が追加主張することは認められるか否か。	https://www.kfs.go.jp/service/JP/78/24/index.html
78_25	裁決事例集No.78-25	2007-03-08	法人税	トップに戻る 2 争点 争点1 本件更正処分の通知書に付記された本件株式の価額についての理由に違法となる不備があるか否か。	https://www.kfs.go.jp/service/JP/78/25/index.html
79_04	裁決事例集No.79-4	2004-03-01	法人税,消費税	トップに戻る 2 争点 本件一次修正申告書の提出は、通則法第65条第5項に規定する「その申告に係る国税の調査があったことにより当該国税について更正があるべきことを予知してされたものでないとき」に該当するか否か。	https://www.kfs.go.jp/service/JP/79/04/index.html
79_07	裁決事例集No.79-7	2003-06-01	法人税	(5) 争点 イ 横領時において、本件行為により発生した損害賠償請求権を収益として計上することはできるか否か。	https://www.kfs.go.jp/service/JP/79/07/index.html
79_24	裁決事例集No.79-24	2003-09-01	法人税	(5) 争点 本件の争点は、次の2点である。	https://www.kfs.go.jp/service/JP/79/24/index.html
79_25	裁決事例集No.79-25	2006-04-01	法人税	）に該当するとして損金の額に算入した役員給与及び使用人兼務役員に対する賞与について、原処分庁が、当該子会社の資産状態は悪化していないこと、また、当該役員給与は事前確定届出給与に該当せず、使用人兼務役員に対する賞与としても使用人としての職務に対する賞与には該当しないことを理由にいずれも損金の額に算入することができないとして、法人税の更正処分及び過少申告加算税の賦課決定処分をしたことに対し、請求人が、原処分庁の事実認定等に誤りがあり原処分は違法であるとしてその一部の取消しを求めた事案であり、争点は次の2点である。	https://www.kfs.go.jp/service/JP/79/25/index.html
79_26	裁決事例集No.79-26	2007-04-01	法人税	トップに戻る 2 争点 本件の争点は、個別貸倒引当金繰入限度額の計算において、担保権の実行により取立て等の見込みがあると認められる金額の計算上、担保物件の評価額から本件各競売予納金の額を控除することができるか否かである。	https://www.kfs.go.jp/service/JP/79/26/index.html
79_27	裁決事例集No.79-27	2007-04-01	法人税	トップに戻る 2 争点 本件の争点は、次の2点である。	https://www.kfs.go.jp/service/JP/79/27/index.html
79_28	裁決事例集No.79-28	2001-04-01	法人税	トップに戻る 2 争点 本件の争点は、以下の3点である。	https://www.kfs.go.jp/service/JP/79/28/index.html
79_38	裁決事例集No.79-38	2007-06-01	法人税,消費税	トップに戻る 2 争点 請求人がD社に賃貸した本件建物のうち、消費税法上の「家屋のうち人の居住の用に供する部分」（非課税の適用を受ける部分）に該当するのはどの部分か。	https://www.kfs.go.jp/service/JP/79/38/index.html
80_08	裁決事例集No.80-8	2005-02-01	法人税	(5) 争点 本件の争点は、本件各決算賞与が本件各事業年度の損金の額に算入できるか否かである。	https://www.kfs.go.jp/service/JP/80/08/index.html
80_10	裁決事例集No.80-10	2009-11-12	法人税,消費税	トップに戻る 2 争点 本件請負代金のうち本件寄附金に相当する金額が、消費税法上、課税資産の譲渡等の対価の額に含まれるか否か。	https://www.kfs.go.jp/service/JP/80/10/index.html
81_05	裁決事例集No.81-5	2003-01-01	法人税,消費税	(5) 争点 本件の争点は次のとおりである。	https://www.kfs.go.jp/service/JP/81/05/index.html
81_10	裁決事例集No.81-10	2005-11-01	法人税,消費税	(5) 争点 本件敷引金の収益計上時期及び課税資産の譲渡等の時期はいつか。	https://www.kfs.go.jp/service/JP/81/10/index.html
82_02	裁決事例集No.82-2	2011-02-14	所得税,法人税,源泉所得税	(4) 争点 イ 争点1 本件各告知処分等及び本件各再更正処分は調査手続を欠く違法なものであるか否か。	https://www.kfs.go.jp/service/JP/82/02/index.html
82_03	裁決事例集No.82-3	2011-02-23	法人税,消費税	(5) 争点 仮受金勘定の一部を適正に経理処理をしていなかったことが隠ぺい又は仮装に当たるか否か。	https://www.kfs.go.jp/service/JP/82/03/index.html
82_09	裁決事例集No.82-9	2011-02-08	法人税	(5) 争点 イ 本件法人税各更正通知書に付記された更正の理由に不備があるか否か。	https://www.kfs.go.jp/service/JP/82/09/index.html
82_10	裁決事例集No.82-10	2011-03-25	法人税	(5) 争点 本件の争点は次のとおりである。	https://www.kfs.go.jp/service/JP/82/10/index.html
82_11	裁決事例集No.82-11	2011-01-25	法人税	(5) 争点 本件減額改定決議の理由（経常利益が対前年比で6％減少したこと）が業績悪化改定事由に該当するか否か。	https://www.kfs.go.jp/service/JP/82/11/index.html
82_12	裁決事例集No.82-12	2011-03-08	法人税,消費税	(5) 争点 イ 本件支出金は、法人税法第37条第7項に規定する寄附金に当たるか否か。	https://www.kfs.go.jp/service/JP/82/12/index.html
83_01	裁決事例集No.83-1	2011-05-11	法人税	トップに戻る 2 争点 本件修正申告書の提出は、通則法第65条第5項に規定する「調査があったことにより当該国税について更正があるべきことを予知してされたものでないとき」に該当するか否か。	https://www.kfs.go.jp/service/JP/83/01/index.html
83_17	裁決事例集No.83-17	2011-05-30	法人税	(5) 争点 定款を変更して組織変更した請求人が寄附を受けた本件各土地の価額は、法人税法施行令第136条の4第1項に規定する「医療法人がその設立について贈与を受けた資産の価額」に該当するか否か。	https://www.kfs.go.jp/service/JP/83/17/index.html
84_01	裁決事例集No.84-1	2011-08-02	法人税,消費税	(3) 争点 財団不足の場合に、破産手続によらないで財団債権である国税債権に還付金等を充当することができるか否か。	https://www.kfs.go.jp/service/JP/84/01/index.html
84_03	裁決事例集No.84-3	2011-07-06	法人税	(5) 争点 争点1 Kに対する本件損害賠償請求権に係る収益計上時期はいつか。	https://www.kfs.go.jp/service/JP/84/03/index.html
84_11	裁決事例集No.84-11	2011-08-02	所得税,法人税	(5) 争点 本件各金員は、請求人が支払うべき本件各取締役に対する給与を本件各関連会社が支払ったものであるか否か。	https://www.kfs.go.jp/service/JP/84/11/index.html
84_12	裁決事例集No.84-12	2011-08-23	法人税	(5) 争点 争点1 本件営業等委託料、本件事務等委託料及び本件R社営業委託料の金額は、法人税の所得金額の計算上、損金の額に算入されるか否か。	https://www.kfs.go.jp/service/JP/84/12/index.html
84_14	裁決事例集No.84-14	2011-07-05	法人税	トップに戻る 2 争点 (1) 争点1 本件通知書の理由付記に不備があるか否か。	https://www.kfs.go.jp/service/JP/84/14/index.html
86_06	裁決事例集No.86-6	2012-03-28	所得税,法人税,消費税	(5) 争点 イ 争点1 請求人の主張する費用等は、法人税の所得金額の計算上損金の額に算入できるか否か。	https://www.kfs.go.jp/service/JP/86/06/index.html
86_14	裁決事例集No.86-14	2012-03-06	法人税	(5) 争点 イ 本件工事について (イ) 平成20年9月期の売上げに計上すべきか否か。	https://www.kfs.go.jp/service/JP/86/14/index.html
86_15	裁決事例集No.86-15	2012-02-06	法人税	(5) 争点 イ 争点1 本件各工事費用は、基本通達7−8−7の定めにより修繕費等として損金の額に算入することができるか否か。	https://www.kfs.go.jp/service/JP/86/15/index.html
86_16	裁決事例集No.86-16	2012-03-13	法人税	トップに戻る 2 争点 (1) 争点1 本件未経過固定資産税相当額のうち本件建物以外の建物に係る未経過固定資産税相当額は、一時の損金の額に算入できるか否か。	https://www.kfs.go.jp/service/JP/86/16/index.html
86_17	裁決事例集No.86-17	2012-03-28	法人税	トップに戻る 2 争点 (1) 争点1 本件各役員給与は架空のものか否か。	https://www.kfs.go.jp/service/JP/86/17/index.html
86_19	裁決事例集No.86-19	2012-03-06	法人税	(5) 争点 本件各金額は、措置法第61条の4第3項に規定する交際費等に該当するか否か。	https://www.kfs.go.jp/service/JP/86/19/index.html
86_20	裁決事例集No.86-20	2012-01-25	法人税	(5) 争点 争点1 外国子会社合算税制は、租税回避行為がある場合に限定して適用されるか否か。	https://www.kfs.go.jp/service/JP/86/20/index.html
87_03	裁決事例集No.87-3	2012-04-20	法人税	(5) 争点 請求人が法人税法施行令第72条の5第2号に規定する支給額の通知を本件事業年度終了の日までにしたと仮装の上、本件決算賞与額等を損金の額に算入した事実があるか。	https://www.kfs.go.jp/service/JP/87/03/index.html
87_13	裁決事例集No.87-13	2012-06-19	法人税,消費税	(5) 争点 イ 本件調査の手続に違法又は不当があるとして、原処分が取り消されるべきか否か。	https://www.kfs.go.jp/service/JP/87/13/index.html
87_14	裁決事例集No.87-14	2012-04-09	法人税	(5) 争点 争点1 本件各更正通知書に付記された更正の理由に不備があるか否か。	https://www.kfs.go.jp/service/JP/87/14/index.html
88_09	裁決事例集No.88-9	2012-07-05	法人税	(5) 争点 本件固定資産税等相当額は、請求人の本件不動産の取得価額に算入すべきか否か。	https://www.kfs.go.jp/service/JP/88/09/index.html
88_10	裁決事例集No.88-10	2012-08-15	所得税,法人税	(5) 争点 イ 争点1 本件配当は、その全額が資本の払戻しによるものに該当するか否か。	https://www.kfs.go.jp/service/JP/88/10/index.html
89_08	裁決事例集No.89-8	2012-10-16	法人税	(5) 争点 争点1 本件各経理処理が法人税法第127条第1項第3号に規定する帳簿書類に取引の一部を仮装して記載した場合に該当するとして行われた本件青色取消処分は適法か否か。	https://www.kfs.go.jp/service/JP/89/08/index.html
89_11	裁決事例集No.89-11	2012-11-05	法人税,消費税	(5) 争点 争点1 本件各運搬費は過大に計上されたものか否か。	https://www.kfs.go.jp/service/JP/89/11/index.html
89_12	裁決事例集No.89-12	2012-11-01	所得税,法人税,消費税,源泉所得税	(5) 争点 イ 本件賃料差額は、寄附金の額に当たるか否か。	https://www.kfs.go.jp/service/JP/89/12/index.html
90_10	裁決事例集No.90-10	2013-03-28	法人税	トップに戻る 2 争点 (1) 争点1 本件取消通知書には、理由付記の不備による違法があるか否か。	https://www.kfs.go.jp/service/JP/90/10/index.html
90_15	裁決事例集No.90-15	2013-01-22	法人税,消費税	(5) 争点 イ 争点1 本件行為は、席貸業に該当し収益事業に当たるか否か。	https://www.kfs.go.jp/service/JP/90/15/index.html
91_10	裁決事例集No.91-10	2013-06-13	法人税	外注費計上年月日 金額 請求年月日 番組タイトル及び契約内容 正当番組タイトル及び契約内容 正当放送期間 平成22年2月26日 3,780,000円 平成22年2月15日 N社 Kキャンペーン3月分 タイム電波料 M タイム電波料 タイム制作費 平成22年4月 〜 平成22年9月 平成22年3月25日 8,505,000円 平成22年3月15日 N社 Kキャンペーン4〜5月分 タイム電波料 合計 12,285,000円 トップに戻る 2 争点 本件商品請求額を外注費として帳簿に記載したことは、法人税法第127条第1項第3号に規定する「帳簿書類に取引の全部又は一部を隠ぺいし又は仮装して記載し」たことに該当するか否か。	https://www.kfs.go.jp/service/JP/91/10/index.html
92_04	裁決事例集No.92-4	2013-07-12	法人税,消費税	トップに戻る 2 争点 (1) 争点1 本件各工場工事に起因する修繕費用について資本的支出とした上で当該資産に係る減価償却費を損金の額に算入できるか。	https://www.kfs.go.jp/service/JP/92/04/index.html
92_14	裁決事例集No.92-14	2013-08-30	法人税	トップに戻る 2 争点 争点1 本件精算金の額は、本件不動産の取得価額に含まれるか否か。	https://www.kfs.go.jp/service/JP/92/14/index.html
93_08	裁決事例集No.93-8	2013-10-15	法人税	）に該当し、当該収入は請求人の収益事業による収入であるとして、法人税の各決定処分及び無申告加算税の各賦課決定処分をしたことに対し、請求人が、当該収入は団地建物の各区分所有者の不動産収入であって請求人の収入でないなどとして、その全部の取消しを求めた事案であり、争点は次の３点である。	https://www.kfs.go.jp/service/JP/93/08/index.html
93_09	裁決事例集No.93-9	2013-12-17	法人税	トップに戻る ２ 争点 (1) 争点１ 本件調査の手続に原処分を取り消すべき違法があるか否か。	https://www.kfs.go.jp/service/JP/93/09/index.html
93_10	裁決事例集No.93-10	2013-11-05	法人税	(5) 争点 イ 請求人が行った本件商品販売事業は、法人税法第141条第３号に規定する国内に置く代理人等により行われたものに当たるか否か。	https://www.kfs.go.jp/service/JP/93/10/index.html
94_01	裁決事例集No.94-1	2014-02-21	法人税	トップに戻る ２ 争点 (1) 争点１ 本件各更正通知書の理由付記に不備があるか否か。	https://www.kfs.go.jp/service/JP/94/01/index.html
95_11	裁決事例集No.95-11	2014-06-03	法人税	トップに戻る ２ 争点 (1) 争点１ 本件建物補償金の全額が、本件特例の対象となる補償金に該当するか否か。	https://www.kfs.go.jp/service/JP/95/11/index.html
96_04	裁決事例集No.96-4	2014-07-01	所得税,法人税	トップに戻る 2 争点 Ｊ社と請求人は、真実は、Ｊ社を使用者、請求人を労働者とする本件各雇用契約を締結したのみであるのにも関わらず、Ｊ社と請求人が代表取締役を務めるＨ社の間で仮装の本件業務委託基本契約を締結して、本来は本件各雇用契約に基づき請求人に支払われるべき給与の一部を、仮装の本件業務委託基本契約に基づく報酬の支払としてＨ社に支払ったものであるか否か（本件業務委託基本契約が民法第94条第1項に規定する通謀虚偽表示により無効であれば、平成21年ないし平成23年中にＪ社がＨ社に支払った業務委託手数料は、請求人の給与に当たることになるので問題となる。	https://www.kfs.go.jp/service/JP/96/04/index.html
96_07	裁決事例集No.96-7	2014-07-28	法人税,消費税	）の更正処分及び過少申告加算税の賦課決定処分をしたことに対し、請求人が、当該各支払は取引先に対して売上げの一部を割り戻したものであって、その支払先及び支払目的は明らかであり、業務に関連したものであるから、損金の額及び課税仕入れに係る支払対価の額にすることができるとして、原処分の全部の取消しを求めた事案であり、争点は、当該各支払に係る金員について、損金の額に算入すること及び課税仕入れに係る支払対価の額として計算することができるか否かである。	https://www.kfs.go.jp/service/JP/96/07/index.html
97_01	裁決事例集No.97-1	2014-12-10	法人税	トップに戻る 2 争点 争点1 本件業務に係る収益は請求人に帰属するか否か。	https://www.kfs.go.jp/service/JP/97/01/index.html
97_03	裁決事例集No.97-3	2014-10-28	法人税,消費税	(5) 争点 イ 本件調査の手続に、原処分を取り消すべき違法があったか否か。	https://www.kfs.go.jp/service/JP/97/03/index.html
97_09	裁決事例集No.97-9	2014-12-08	法人税	)の法人税及び平成24年4月1日から平成25年3月31日までの課税事業年度の復興特別法人税の確定申告をした後、当該管理料収入が収益事業に係る収入に該当しないとして当該事業年度の法人税及び当該課税事業年度の復興特別法人税の更正の請求をしたところ、原処分庁がそれぞれの更正の請求に対してその更正をすべき理由がない旨の各通知処分を行ったことから、請求人がそれらの取消しを求めた事案であり、争点は、当該管理料収入が収益事業に係る収入に該当するか否かである。	https://www.kfs.go.jp/service/JP/97/09/index.html
