id	number	date_iso	tax_types	issue_hint	url
102_11	裁決事例集No.102-11	2016-03-25	法人税	トップに戻る 2 争点 (1) 本件更正通知書に記載された更正の理由に、法人税法第130条第2項に違反する不備があるか否か（争点1）。	https://www.kfs.go.jp/service/JP/102/11/index.html
105_05	裁決事例集No.105-5	2016-11-07	法人税,消費税	トップに戻る 2 争点 (1) 請求人が主張する経費（別表５の「費目」欄記載の各経費。	https://www.kfs.go.jp/service/JP/105/05/index.html
106_03	裁決事例集No.106-3	2017-03-10	法人税	2 争点 (1) 原処分の理由の記載に不備があるか否か（争点1）。	https://www.kfs.go.jp/service/JP/106/03/index.html
106_04	裁決事例集No.106-4	2017-01-26	所得税,法人税	2 争点 (1) 本件再調査の手続には、本件平成25年再更正処分の取消事由となる違法があるか否か（争点1）。	https://www.kfs.go.jp/service/JP/106/04/index.html
107_06	裁決事例集No.107-6	2017-04-25	法人税	トップに戻る 2 争点 本件役員給与の額には、不相当に高額な部分の金額として損金の額に算入されない金額があるか否か。	https://www.kfs.go.jp/service/JP/107/06/index.html
108_07	裁決事例集No.108-7	2017-08-21	法人税	トップに戻る 2 争点 (1) 争点1 本件調査の手続に、原処分を取り消すべき違法又は不当があるか否か。	https://www.kfs.go.jp/service/JP/108/07/index.html
109_03	裁決事例集No.109-3	2017-10-04	法人税,消費税	トップに戻る 2 争点 本件請負代金の額は、本件事業年度の益金の額に算入されるか否か、また、本件課税期間の課税資産の譲渡等の対価の額に算入されるか否か。	https://www.kfs.go.jp/service/JP/109/03/index.html
109_04	裁決事例集No.109-4	2017-10-31	法人税	トップに戻る 2 争点 本件機械装置は、措置法第42条の6第1項に規定する「その製作の後事業の用に供されたことのないもの」に該当するか否か。	https://www.kfs.go.jp/service/JP/109/04/index.html
110_12	裁決事例集No.110-12	2018-03-27	法人税	トップに戻る 2 争点 請求人主張償却額は、平成27年3月期の損金の額に算入できるか否か。	https://www.kfs.go.jp/service/JP/110/12/index.html
111_08	裁決事例集No.111-8	2018-05-10	法人税,消費税	トップに戻る 3 争点 本件の争点は、次のとおりである。	https://www.kfs.go.jp/service/JP/111/08/index.html
111_09	裁決事例集No.111-9	2018-06-28	法人税	トップに戻る 2 争点 (1) 本件質問応答記録書の作成過程に原処分を取り消すべき違法があるか否か（争点1）。	https://www.kfs.go.jp/service/JP/111/09/index.html
111_11	裁決事例集No.111-11	2018-06-29	法人税,消費税	トップに戻る 2 争点 (1) 争点1 本件封筒保存期間の法人税の所得金額について、請求人が支払ったとする本件運転手手当を損金の額に算入することができるか。	https://www.kfs.go.jp/service/JP/111/11/index.html
111_12	裁決事例集No.111-12	2018-06-19	法人税	トップに戻る 2 争点 (1) 本件発電システム本体は、本件事業年度内に事業の用に供したと認められるか否か（争点1）。	https://www.kfs.go.jp/service/JP/111/12/index.html
112_04	裁決事例集No.112-4	2018-09-12	法人税	トップに戻る 2 争点 本件解決金の額は、所得の金額の計算上、益金の額に算入されるか否か。	https://www.kfs.go.jp/service/JP/112/04/index.html
112_05	裁決事例集No.112-5	2018-08-23	法人税	トップに戻る 2 争点 (1) 争点1 本件法人税各更正処分の理由付記に不備があるか。	https://www.kfs.go.jp/service/JP/112/05/index.html
113_08	裁決事例集No.113-8	2018-11-14	法人税	トップに戻る 3 争点 (1) 本件各報酬は、平成23年12月期及び平成25年12月期の益金の額並びに平成23年12月課税期間の課税資産の譲渡等の対価の額に過大に算入されているか否か（争点１）。	https://www.kfs.go.jp/service/JP/113/08/index.html
113_09	裁決事例集No.113-9	2018-12-14	法人税	トップに戻る ２ 争点 Ｅ社は、本件配当日において、請求人の外国子会社に該当するか。	https://www.kfs.go.jp/service/JP/113/09/index.html
113_10	裁決事例集No.113-10	2018-10-10	法人税	トップに戻る ２ 争点 (1) 争点１（本件法人税各更正処分に係る更正の理由付記に不備があるか否か。	https://www.kfs.go.jp/service/JP/113/10/index.html
114_02	裁決事例集No.114-2	2019-03-01	法人税	トップに戻る 2 争点 (1) 本件調査担当職員が、本件遡及事業年度等に係る質問検査等を行ったことに、平成30年改正前通則法第74条の9第4項の規定に反する違法があるか否か（争点1） (2) 本件各通知書記載の理由に、法人税法第130条第2項又は行政手続法第14条第1項本文の規定に反する不備があるか否か（争点2）。	https://www.kfs.go.jp/service/JP/114/02/index.html
114_03	裁決事例集No.114-3	2019-02-07	法人税	トップに戻る 2 争点 請求人には通則法第68条第1項に規定する事実の隠ぺいがあったか否か。	https://www.kfs.go.jp/service/JP/114/03/index.html
114_06	裁決事例集No.114-6	2019-03-14	法人税	トップに戻る 2 争点 (1) 本件譲渡代金の収益計上の時期はいつか（争点1）。	https://www.kfs.go.jp/service/JP/114/06/index.html
114_07	裁決事例集No.114-7	2019-02-15	法人税	トップに戻る 2 争点 (1) 原処分に係る理由付記に、原処分を取り消すべき記載不備があるか否か（争点1）。	https://www.kfs.go.jp/service/JP/114/07/index.html
115_01	裁決事例集No.115-1	2017-01-01	法人税	2 争点 Ｇ専務が本件各取引先に対し本件各請求書を発行させた行為をもって、請求人が課税標準等又は税額等の計算の基礎となるべき事実を隠蔽又は仮装したと認められるか否か。	https://www.kfs.go.jp/service/JP/115/01/index.html
117_03	裁決事例集No.117-3	2006-05-01	法人税	2 争点 (1) 請求人が費用と主張する金額（別表3に記載の各金額。	https://www.kfs.go.jp/service/JP/117/03/index.html
118_02	裁決事例集No.118-2	2020-02-13	法人税,消費税	2 争点 請求人に、通則法第68条第２項に規定する「隠蔽し、又は仮装し」に該当する事実があったか否か。	https://www.kfs.go.jp/service/JP/118/02/index.html
118_03	裁決事例集No.118-3	2020-03-10	法人税	2 争点 請求人が本件修繕費を本件事業年度の損金の額に算入したことに、通則法第68条第１項に規定する仮装に該当する事実があるか否か。	https://www.kfs.go.jp/service/JP/118/03/index.html
118_05	裁決事例集No.118-5	2020-03-05	法人税	2 争点 本件事業は、法人税法施行令第５条第２項に規定する事業として、収益事業の除外事由に該当するか否か。	https://www.kfs.go.jp/service/JP/118/05/index.html
118_06	裁決事例集No.118-6	2020-02-05	法人税	2 争点 (1) 本件輸入取引に係る仕入額につき、本件差額が過大に損金の額に算入されていたか。	https://www.kfs.go.jp/service/JP/118/06/index.html
120_02	裁決事例集No.120-2	2020-09-04	法人税	2 争点 請求人に通則法第68条第１項に規定する「隠ぺいし、又は仮装し」に該当する事実があるか否か。	https://www.kfs.go.jp/service/JP/120/02/index.html
121_05	裁決事例集No.121-5	2020-12-15	法人税	2 争点 (1) 本件差置送達は適法か、また、その送達の効力はいつ生じたか（争点１）。	https://www.kfs.go.jp/service/JP/121/05/index.html
126_03	裁決事例集No.126-3	2022-01-12	所得税,法人税,消費税	ロ 修正申告等（争点外） 請求人は、平成25年12月６日に、平成25年３月期の法人税、平成25年３月課税事業年度の復興特別法人税及び平成25年３月課税期間の消費税等について、別表１−１、別表１−２及び別表１−４の各「修正申告」欄のとおりとする各修正申告書を提出した。	https://www.kfs.go.jp/service/JP/126/03/index.html
128_01	裁決事例集No.128-1	2022-07-01	法人税,消費税	2 争点 (1) 本件調査の手続に原処分を取り消すべき違法があったか否か（争点１）。	https://www.kfs.go.jp/service/JP/128/01/index.html
128_03	裁決事例集No.128-3	2022-08-04	法人税	2 争点 (1) 本件各外注費は、本件各事業年度の損金の額に算入されるか否か（争点１）。	https://www.kfs.go.jp/service/JP/128/03/index.html
128_04	裁決事例集No.128-4	2022-07-01	法人税	2 争点 本件役員給与の額に不相当に高額な部分の金額はあるか否か。	https://www.kfs.go.jp/service/JP/128/04/index.html
129_04	裁決事例集No.129-4	2022-12-21	法人税,消費税	2 争点 (1) 本件青色承認取消処分は、違法又は不当な処分であるか否か。	https://www.kfs.go.jp/service/JP/129/04/index.html
129_05	裁決事例集No.129-5	2022-10-25	法人税,消費税	3 争点 (1) 本件輸出取引は、請求人による消費税法第７条《輸出免税等》第１項第１号に規定する本邦からの輸出として行われる資産の譲渡であるか否か（争点１）。	https://www.kfs.go.jp/service/JP/129/05/index.html
129_06	裁決事例集No.129-6	2022-10-25	法人税,消費税	3 争点 (1) 請求人の帳簿書類について、法人税法第127条第１項に規定する青色申告の承認の取消事由があるか否か（争点１）。	https://www.kfs.go.jp/service/JP/129/06/index.html
130_07	裁決事例集No.130-7	2023-03-08	法人税	2 争点 本件仕入金額の一部が法人税法第37条に規定する寄附金の額に該当するか否か。	https://www.kfs.go.jp/service/JP/130/07/index.html
131_03	裁決事例集No.131-3	2023-06-21	法人税,消費税	2 争点 本件各建物の減価償却費の額及び本件各建物の取得に係る支払対価の額の計算上、本件各建物の売買代金相当額をどのように算定すべきか。	https://www.kfs.go.jp/service/JP/131/03/index.html
133_02	裁決事例集No.133-2	2023-12-04	法人税,消費税	2 争点 (1) 本件各賦課決定処分の理由の提示に不備があるか否か（争点１）。	https://www.kfs.go.jp/service/JP/133/02/index.html
134_05	裁決事例集No.134-5	2024-02-26	法人税	2 争点 (1) 本件更正処分の理由付記に不備があるか否か（争点１）。	https://www.kfs.go.jp/service/JP/134/05/index.html
134_06	裁決事例集No.134-6	2024-03-14	法人税	2 争点 本件配当に相当する額は、本件ｈ法人１の本件適用対象事業年度における基準所得金額の計算上、措置法施行令第39条の115第１項第４号に規定する子会社から受ける配当等の額として控除できるか否か。	https://www.kfs.go.jp/service/JP/134/06/index.html
137_03	裁決事例集No.137-3	2024-12-10	法人税	2 争点 (1) 本件調査の手続に原処分の取消事由となる違法又は不当があるか否か（争点１）。	https://www.kfs.go.jp/service/JP/137/03/index.html
137_04	裁決事例集No.137-4	2024-11-01	法人税	2 争点 本件各社員ＬＬＣは、請求人の特定外国関係会社に該当するか否か。	https://www.kfs.go.jp/service/JP/137/04/index.html
139_07	裁決事例集No.139-7	2025-06-05	法人税	2 争点 (1) 原処分に係る調査結果の内容の説明に原処分を取り消すべき違法があるか否か（争点１）。	https://www.kfs.go.jp/service/JP/139/07/index.html
