id	number	date_iso	tax_types	issue_hint	url
49_18	裁決事例集No.49-18	1990-06-30	法人税	（平7.6.9裁決、裁決事例集No.49 324頁） | 公表裁決事例等の紹介 | 国税不服審判所 本文へジャンプします サイト内検索 検索の仕方 利用案内 サイトマップ 関連リンク ホーム >> 公表裁決事例集等の紹介 >> 公表裁決事例 >> 裁決事例集 No.49 >> （平7.6.9裁決、裁決事例集No.49 324頁） （平7.6.9裁決、裁決事例集No.49 324頁） 《裁決書（抄）》 1 事実 （1）審査請求人（以下「請求人」という。	https://www.kfs.go.jp/service/JP/49/18/index.html
49_19	裁決事例集No.49-19	1992-04-01	法人税	トップに戻る 3 判断 本件審査請求の争点は、本件青色申告の承認の取消処分の適否にあるので、以下審理する。	https://www.kfs.go.jp/service/JP/49/19/index.html
49_20	裁決事例集No.49-20	1990-07-31	法人税	（平7.4.27裁決、裁決事例集No.49 347頁） | 公表裁決事例等の紹介 | 国税不服審判所 本文へジャンプします サイト内検索 検索の仕方 利用案内 サイトマップ 関連リンク ホーム >> 公表裁決事例集等の紹介 >> 公表裁決事例 >> 裁決事例集 No.49 >> （平7.4.27裁決、裁決事例集No.49 347頁） （平7.4.27裁決、裁決事例集No.49 347頁） 《裁決書（抄）》 1 事実 審査請求人（以下「請求人」という。	https://www.kfs.go.jp/service/JP/49/20/index.html
50_03	裁決事例集No.50-3	1993-01-01	法人税	トップに戻る 3 判断 本件審査請求の争点は、法人税及び法人特別税の重加算税の各賦課決定処分の適否であるので、以下審理する。	https://www.kfs.go.jp/service/JP/50/03/index.html
50_12	裁決事例集No.50-12	1990-08-08	法人税	（平7.12.21裁決、裁決事例集No.50 163頁） | 公表裁決事例等の紹介 | 国税不服審判所 本文へジャンプします サイト内検索 検索の仕方 利用案内 サイトマップ 関連リンク ホーム >> 公表裁決事例集等の紹介 >> 公表裁決事例 >> 裁決事例集 No.50 >> （平7.12.21裁決、裁決事例集No.50 163頁） （平7.12.21裁決、裁決事例集No.50 163頁） 《裁決書（抄）》 1 事実 審査請求人（以下「請求人」という。	https://www.kfs.go.jp/service/JP/50/12/index.html
50_13	裁決事例集No.50-13	1991-04-01	法人税	（平7.10.30裁決、裁決事例集No.50 175頁） | 公表裁決事例等の紹介 | 国税不服審判所 本文へジャンプします サイト内検索 検索の仕方 利用案内 サイトマップ 関連リンク ホーム >> 公表裁決事例集等の紹介 >> 公表裁決事例 >> 裁決事例集 No.50 >> （平7.10.30裁決、裁決事例集No.50 175頁） （平7.10.30裁決、裁決事例集No.50 175頁） 《裁決書（抄）》 1 事実 審査請求人（以下「請求人」という。	https://www.kfs.go.jp/service/JP/50/13/index.html
50_14	裁決事例集No.50-14	1990-05-31	法人税	トップに戻る 3 判断 本件審査請求の争点は、本件支出が繰延資産に該当するか否かにあるので、以下審理する。	https://www.kfs.go.jp/service/JP/50/14/index.html
50_15	裁決事例集No.50-15	1990-08-01	法人税	トップに戻る 3 判断 本件審査請求の争点は、X丸の譲渡価額に含まれている建造引当権の対価の額にあるので、以下審理する。	https://www.kfs.go.jp/service/JP/50/15/index.html
51_19	裁決事例集No.51-19	1992-03-01	法人税	トップに戻る 3 判断 本件審査請求の争点は、本件調達に係る売主が請求人であるか否かであるので、以下審理する。	https://www.kfs.go.jp/service/JP/51/19/index.html
51_20	裁決事例集No.51-20	1990-10-01	法人税	トップに戻る 3 判断 本件審査請求の争点は、本件外注費等が架空計上か否かであるので、以下審理する。	https://www.kfs.go.jp/service/JP/51/20/index.html
51_21	裁決事例集No.51-21	1991-08-01	法人税	（平8.6.25裁決、裁決事例集No.51 324頁） | 公表裁決事例等の紹介 | 国税不服審判所 本文へジャンプします サイト内検索 検索の仕方 利用案内 サイトマップ 関連リンク ホーム >> 公表裁決事例集等の紹介 >> 公表裁決事例 >> 裁決事例集 No.51 >> （平8.6.25裁決、裁決事例集No.51 324頁） （平8.6.25裁決、裁決事例集No.51 324頁） 《裁決書（抄）》 1 事実 審査請求人（以下「請求人」という。	https://www.kfs.go.jp/service/JP/51/21/index.html
51_22	裁決事例集No.51-22	1990-09-01	法人税	トップに戻る 3 判断 本件審査請求の争点は、請求人が支払った本件各旅行に係る費用がその旅行に参加した従事員に対する臨時的な給与に該当するか否かであるので、以下審理する。	https://www.kfs.go.jp/service/JP/51/22/index.html
51_23	裁決事例集No.51-23	1991-02-01	法人税	（平8.4.18裁決、裁決事例集No.51 370頁） | 公表裁決事例等の紹介 | 国税不服審判所 本文へジャンプします サイト内検索 検索の仕方 利用案内 サイトマップ 関連リンク ホーム >> 公表裁決事例集等の紹介 >> 公表裁決事例 >> 裁決事例集 No.51 >> （平8.4.18裁決、裁決事例集No.51 370頁） （平8.4.18裁決、裁決事例集No.51 370頁） 《裁決書（抄）》 1 事実 （1）法人税について 審査請求人（以下「請求人」という。	https://www.kfs.go.jp/service/JP/51/23/index.html
51_24	裁決事例集No.51-24	1991-04-01	法人税	（平8.4.26裁決、裁決事例集No.51 407頁） | 公表裁決事例等の紹介 | 国税不服審判所 本文へジャンプします サイト内検索 検索の仕方 利用案内 サイトマップ 関連リンク ホーム >> 公表裁決事例集等の紹介 >> 公表裁決事例 >> 裁決事例集 No.51 >> （平8.4.26裁決、裁決事例集No.51 407頁） （平8.4.26裁決、裁決事例集No.51 407頁） 《裁決書（抄）》 1 事実 審査請求人（以下「請求人」という。	https://www.kfs.go.jp/service/JP/51/24/index.html
51_25	裁決事例集No.51-25	1990-03-31	法人税	トップに戻る 3 判断 （1）更正処分について 本件審査請求の争点は、調査手続の適否、本件土地等の取引に係る本件金員の収益計上時期及び超短期所有の土地等の課税土地譲渡利益金額の算定の基礎となる本件土地等の譲渡収益の額の適否並びに本件寄付金の損金算入の適否であるので、以下審理する。	https://www.kfs.go.jp/service/JP/51/25/index.html
52_07	裁決事例集No.52-7	1992-04-01	法人税	トップに戻る 3 判断 本件審査請求の争点は、本件事業が収益事業に該当するか否か及び本件各通知処分が不当であるか否かであるので、以下審理する。	https://www.kfs.go.jp/service/JP/52/07/index.html
52_08	裁決事例集No.52-8	1992-08-01	法人税	トップに戻る 3 判断 本件審査請求の争点は、平成7年7月期の更正処分に係る更正通知書への理由附記の不備の存否及び本件金員が法人税法施行令第13条第8号リに規定する営業権に該当するか否かにあるので、以下審理する。	https://www.kfs.go.jp/service/JP/52/08/index.html
53_04	裁決事例集No.53-4	1990-03-31	法人税	トップに戻る 3 判断 本件審査請求の争点は、本件更正の請求が通則法第23条第2項第3号に規定する政令で定めるやむを得ない理由があるときに該当するか否かであるので、以下審理する。	https://www.kfs.go.jp/service/JP/53/04/index.html
53_05	裁決事例集No.53-5	1995-02-01	法人税,消費税	トップに戻る 3 判断 本件審査請求の争点は、本件各申告書が法定申告期限内に提出されなかったことに通則法第66条第1項ただし書に規定する正当な理由があるか否かにあるので、以下審理する。	https://www.kfs.go.jp/service/JP/53/05/index.html
53_17	裁決事例集No.53-17	1994-07-01	法人税	トップに戻る 3 判断 （1）更正処分について 本件審査請求の争点は、本件債権の放棄による損失の額が寄付金の額に当たるか否かにあるので、以下審理する。	https://www.kfs.go.jp/service/JP/53/17/index.html
54_03	裁決事例集No.54-3	1990-10-01	法人税	トップに戻る 3 判断 本件の争点は、本件通知処分に係る通知書の理由附記に違法があるか否か及び本件更正の請求を認めるべきか否かであるので、以下審理する。	https://www.kfs.go.jp/service/JP/54/03/index.html
54_15	裁決事例集No.54-15	1994-01-01	法人税	トップに戻る 3 判断 本件審査請求の争点は、更正の理由附記の適否及び本件利息の益金算入の要否並びに過少申告加算税の賦課決定について正当な理由があるか否かにあるので、以下審理する。	https://www.kfs.go.jp/service/JP/54/15/index.html
54_16	裁決事例集No.54-16	1991-08-01	法人税	（平9.9.29裁決、裁決事例集No.54 306頁） | 公表裁決事例等の紹介 | 国税不服審判所 本文へジャンプします サイト内検索 検索の仕方 利用案内 サイトマップ 関連リンク ホーム >> 公表裁決事例集等の紹介 >> 公表裁決事例 >> 裁決事例集 No.54 >> （平9.9.29裁決、裁決事例集No.54 306頁） （平9.9.29裁決、裁決事例集No.54 306頁） 《裁決書（抄）》 1 事実 審査請求人（以下「請求人」という。	https://www.kfs.go.jp/service/JP/54/16/index.html
54_17	裁決事例集No.54-17	1993-04-01	法人税	（単位 円） 項目金額 当期利益の額27,865,600 加算 本件事業年度の負債の利子の額のうちの損金不算入額14,676,272 確定申告に加算した損金の額に算入した法人税等の額665,820 修正申告に加算した損金の額に算入した法人税等の額332,800 減算 累積損金不算入負債利子額のうちの損金算入額2,124,828 所得金額41,415,664 トップに戻る 3 判断 本件審査請求の争点は、本件事業年度における負債の利子の額のうちの新規取得土地等に係る損金不算入額、累積損金不算入負債利子額のうちの損金算入額並びにKビルに係る譲渡収入の額及び譲渡原価の額の多寡にあるので、以下審理する。	https://www.kfs.go.jp/service/JP/54/17/index.html
54_18	裁決事例集No.54-18	1989-01-01	法人税	（平9.7.2裁決、裁決事例集No.54 344頁） | 公表裁決事例等の紹介 | 国税不服審判所 本文へジャンプします サイト内検索 検索の仕方 利用案内 サイトマップ 関連リンク ホーム >> 公表裁決事例集等の紹介 >> 公表裁決事例 >> 裁決事例集 No.54 >> （平9.7.2裁決、裁決事例集No.54 344頁） （平9.7.2裁決、裁決事例集No.54 344頁） 《裁決書（抄）》 1 事実 審査請求人（以下「請求人」という。	https://www.kfs.go.jp/service/JP/54/18/index.html
55_02	裁決事例集No.55-2	1996-01-01	法人税	（平10.4.24裁決、裁決事例集No.55 16頁） | 公表裁決事例等の紹介 | 国税不服審判所 本文へジャンプします サイト内検索 検索の仕方 利用案内 サイトマップ 関連リンク ホーム >> 公表裁決事例集等の紹介 >> 公表裁決事例 >> 裁決事例集 No.55 >> （平10.4.24裁決、裁決事例集No.55 16頁） （平10.4.24裁決、裁決事例集No.55 16頁） 《裁決書（抄）》 1 事実 審査請求人（以下「請求人」という。	https://www.kfs.go.jp/service/JP/55/02/index.html
55_17	裁決事例集No.55-17	1995-03-01	法人税	トップに戻る 3 判断 本件審査請求の争点は、請求人が本件リース取引により使用する本件機械設備を、売買取引により取得したものとし、減価償却費を損金の額に算入したことの適否にあるので、審理したところ次のとおりである。	https://www.kfs.go.jp/service/JP/55/17/index.html
55_19	裁決事例集No.55-19	1992-04-01	法人税	（平10.3.31裁決、裁決事例集No.55 391頁） | 公表裁決事例等の紹介 | 国税不服審判所 本文へジャンプします サイト内検索 検索の仕方 利用案内 サイトマップ 関連リンク ホーム >> 公表裁決事例集等の紹介 >> 公表裁決事例 >> 裁決事例集 No.55 >> （平10.3.31裁決、裁決事例集No.55 391頁） （平10.3.31裁決、裁決事例集No.55 391頁） 《裁決書（抄）》 1 事実 （1）法人税及び法人特別税 審査請求人（以下「請求人」という。	https://www.kfs.go.jp/service/JP/55/19/index.html
56_01	裁決事例集No.56-1	1995-01-01	法人税	トップに戻る 3 判断 本件審査請求の争点は、本件賦課決定処分が適法か否かであるので、以下審理する。	https://www.kfs.go.jp/service/JP/56/01/index.html
56_15	裁決事例集No.56-15	1993-03-01	法人税	トップに戻る 3 判断 本件審査請求の争点は、本件各事業年度の本件駐車場設備に係る適用耐用年数の判定にあるので、以下審理する。	https://www.kfs.go.jp/service/JP/56/15/index.html
56_16	裁決事例集No.56-16	1995-11-30	法人税	トップに戻る 3 判断 本件審査請求の争点は、本件還付請求について、法人税法第81条の規定の適用があるか否かにあるので、以下審理する。	https://www.kfs.go.jp/service/JP/56/16/index.html
56_17	裁決事例集No.56-17	1994-08-21	法人税	トップに戻る 3 判断 本件審査請求の争点は、本件機械装置について、本件税額控除の適用があるか否かにあるので、以下審理する。	https://www.kfs.go.jp/service/JP/56/17/index.html
57_21	裁決事例集No.57-21	1993-10-01	法人税,消費税	）がF遺跡調査会から請け負った遺跡発掘工事等の工事代金に係る未収入金の存否を争点とする事案である。	https://www.kfs.go.jp/service/JP/57/21/index.html
57_24	裁決事例集No.57-24	1996-04-01	法人税,消費税	トップに戻る 3 判断 本件審査請求の争点は、本件特約店に対し、平成9年3月31日に本件売掛金の減額処理を行ったことが、本件規定に規定する寄付金に該当するか否かにあるので、以下審理する。	https://www.kfs.go.jp/service/JP/57/24/index.html
57_25	裁決事例集No.57-25	1993-04-01	法人税	トップに戻る 3 判断 本件審査請求の争点は、本件更正処分に係る本件理由附記が適法か否か及び本件超過支給金額が寄付金に当たるか否かにあるので、はじめに、本件理由附記の適否について、以下審理する。	https://www.kfs.go.jp/service/JP/57/25/index.html
57_26	裁決事例集No.57-26	1995-04-01	法人税	）第42条の5《エネルギー需給構造改革推進設備等を取得した場合の特別償却又は法人税額の特別控除》に規定する特別償却の対象に鋳型造型機本体のみが該当するか、それともその附属機器等も含むのかを主たる争点とした事案である。	https://www.kfs.go.jp/service/JP/57/26/index.html
58_12	裁決事例集No.58-12	1995-04-01	法人税	トップに戻る 3 判断 本件審査請求の争点は、本件賃料は本件事業年度の益金の額に算入すべきか否かにあるので、以下審理する。	https://www.kfs.go.jp/service/JP/58/12/index.html
58_14	裁決事例集No.58-14	1999-09-01	法人税	）第37条《寄付金の損金不算入》第6項に規定する寄付金に該当する（原処分庁の主張）か否かを争点とする事案である。	https://www.kfs.go.jp/service/JP/58/14/index.html
59_14	裁決事例集No.59-14	1996-04-01	法人税	）の額に該当するか否かを争点とする事案である。	https://www.kfs.go.jp/service/JP/59/14/index.html
59_16	裁決事例集No.59-16	1996-07-01	法人税	）の保有する株式の評価損が損金の額に算入できるか否かを争点とする事案である。	https://www.kfs.go.jp/service/JP/59/16/index.html
59_17	裁決事例集No.59-17	1993-04-01	法人税	）に本店を有する100％子会社から優先株式の償還による金員の支払を受ける際に、米国においてその金員を配当として10％の税率により源泉徴収された税が法人税法第69条《外国税額の控除》第1項に規定する外国法人税に当たるか否かを争点とする事案である。	https://www.kfs.go.jp/service/JP/59/17/index.html
59_18	裁決事例集No.59-18	1998-10-21	法人税	トップに戻る （2）審査請求に至る経緯 審査請求人（以下「請求人」という。	https://www.kfs.go.jp/service/JP/59/18/index.html
59_37	裁決事例集No.59-37	1988-11-01	法人税	）名義の定期預金の払戻請求権の帰属を争点とする事案である。	https://www.kfs.go.jp/service/JP/59/37/index.html
60_04	裁決事例集No.60-4	1997-04-01	法人税	）が、固定資産の取得に係る不動産取得税等の税額をその取得価額に算入する会計処理を選択して申告した場合において、その後当該会計処理の選択を誤っていたことを理由として、更正の請求をすることができるか否かを争点とする事案である。	https://www.kfs.go.jp/service/JP/60/04/index.html
60_35	裁決事例集No.60-35	1994-03-01	法人税,消費税	）が、費用に計上した燃料及びタイヤ類の購入代金のうち、調査によりその所在が明らかでないことが判明した業者からの購入分が、架空の費用を計上したものなのか、それとも「バッタ屋」と呼ばれる業者との実際の取引に係るものなのかが争われた事案である。	https://www.kfs.go.jp/service/JP/60/35/index.html
60_36	裁決事例集No.60-36	1995-09-22	法人税	）が、平成7年9月22日から平成8年3月31日までの事業年度（以下「本件事業年度」という。	https://www.kfs.go.jp/service/JP/60/36/index.html
60_37	裁決事例集No.60-37	1995-04-01	法人税	トップに戻る 3 判断 本件審査請求の争点は、請求人において営業の全部の譲渡が生じた日がいつであるのかにあるので、以下審理する。	https://www.kfs.go.jp/service/JP/60/37/index.html
60_38	裁決事例集No.60-38	1998-04-01	法人税	）に係る法人税の青色申告の承認の取消処分の適否及びこれに係る通知書の理由附記の有無を争点とする事案である。	https://www.kfs.go.jp/service/JP/60/38/index.html
61_30	裁決事例集No.61-30	1997-04-01	法人税	）の取引先が請求人の代表者の自宅の新築祝金として支払ったとする金員は、請求人に帰属するか否かを争点とする事案である。	https://www.kfs.go.jp/service/JP/61/30/index.html
61_35	裁決事例集No.61-35	1999-09-29	法人税	）が、稼働中のいわゆる黒字法人を吸収合併した後、その後の事業年度において、法人税法第57条《青色申告書を提出した事業年度の欠損金の繰越し》の規定を適用して請求人が合併前に有していた繰越欠損金を損金の額に算入した行為又は計算が、同法第132条《同族会社等の行為又は計算の否認》に規定する法人税の負担を不当に減少させる行為又は計算に該当するか否かを争点とする事案である。	https://www.kfs.go.jp/service/JP/61/35/index.html
61_36	裁決事例集No.61-36	1999-09-02	法人税	）が、法人税の確定申告において収益に計上していなかった受取配当金について、法人税法第23条《受取配当等の益金不算入》第6項に規定するやむを得ない事情があるとして、同条第1項の規定を適用できるか否かを争点とする事案である。	https://www.kfs.go.jp/service/JP/61/36/index.html
62_01	裁決事例集No.62-1	1993-04-01	法人税	（平13.7.9裁決、裁決事例集No.62 1頁） | 公表裁決事例等の紹介 | 国税不服審判所 本文へジャンプします サイト内検索 検索の仕方 利用案内 サイトマップ 関連リンク ホーム >> 公表裁決事例集等の紹介 >> 公表裁決事例 >> 裁決事例集 No.62 >> （平13.7.9裁決、裁決事例集No.62 1頁） （平13.7.9裁決、裁決事例集No.62 1頁） 《裁決書（抄）》 1 事実 （1）事案の概要 本件は、修正申告書の無効及び重加算税の賦課決定処分の適否を争点とする事案である。	https://www.kfs.go.jp/service/JP/62/01/index.html
62_15	裁決事例集No.62-15	2000-04-12	法人税	（ロ）なお、原処分庁の調査権限については、〔1〕本件各証明を無視した原処分庁の権限行使が明らかに職権濫用に当たるという疑念すら生じること、〔2〕本件各証明の効力内容は、請求人と原処分庁との争点ではなく、R町長の行政権と原処分庁の課税権限にかかわる問題であること、〔3〕上記〔2〕の問題については、それぞれの指導、監督官庁で協議し、国民的理解に配意した行政の本旨を示すべきことが関係行政機関の責務であること及び〔4〕原処分庁の権限行使は、国民無視の暴挙であると同時に自治法の侵害であると言っても過言ではないことを考慮すると、原処分庁がその調査権限について認識誤りをしたものである。	https://www.kfs.go.jp/service/JP/62/15/index.html
62_17	裁決事例集No.62-17	1998-04-01	法人税	）が、請求人の所得金額の計算上、益金の額に算入すべき金額か否かを争点とする事案である。	https://www.kfs.go.jp/service/JP/62/17/index.html
62_19	裁決事例集No.62-19	1998-05-01	法人税	）が、株式譲渡契約の締結に際し受領した申込証拠金を、同契約の不履行に基づく契約解除に伴い違約金として取得したとして、所得金額に加算した課税処分の適否が争われた事案である。	https://www.kfs.go.jp/service/JP/62/19/index.html
62_20	裁決事例集No.62-20	1998-06-01	法人税	）に相当する金額を、当該土地の取得価額又は損金の額のいずれに算入するべきかを争点とする事案である。	https://www.kfs.go.jp/service/JP/62/20/index.html
62_21	裁決事例集No.62-21	1999-04-01	法人税	）が、死亡により役員を退任した前院長C（以下「前院長」という。	https://www.kfs.go.jp/service/JP/62/21/index.html
62_23	裁決事例集No.62-23	1997-02-01	法人税	）の額について、修正申告による増額の可否を争点とする事案である。	https://www.kfs.go.jp/service/JP/62/23/index.html
62_29	裁決事例集No.62-29	1964-04-25	法人税	）が、現物出資により著しく低い価額で受け入れた上場株式等を有している場合に、法人税額等相当額を控除すべきか否かを争点とする事案である。	https://www.kfs.go.jp/service/JP/62/29/index.html
63_01	裁決事例集No.63-1	1997-05-01	法人税	）の記載金額そのものが、更正処分の対象となるか否かを争点とする事案である。	https://www.kfs.go.jp/service/JP/63/01/index.html
63_19	裁決事例集No.63-19	1996-03-01	法人税	）が取得した株式について、その譲受価額と時価との差額が請求人の所得の金額の計算上益金の額に算入されるか否かを争点とする事案である。	https://www.kfs.go.jp/service/JP/63/19/index.html
63_22	裁決事例集No.63-22	1998-01-01	法人税	）が子会社等に対する貸付金債権を放棄し、その放棄による損失の額を子会社支援損として損金の額に算入した金額が寄附金の額に該当するか否かを争点とする事案である。	https://www.kfs.go.jp/service/JP/63/22/index.html
63_23	裁決事例集No.63-23	1998-06-17	法人税	）において、〔1〕専務取締役が取引先と通謀して行った不正行為（以下「本件不正行為」という。	https://www.kfs.go.jp/service/JP/63/23/index.html
64_24	裁決事例集No.64-24	1996-07-21	法人税	）が、その所有するゴルフ会員権（名義書換停止中）を代表者に譲渡したとして、請求人の平成8年7月21日から平成9年7月20日までの事業年度（以下「本件事業年度」という。	https://www.kfs.go.jp/service/JP/64/24/index.html
64_26	裁決事例集No.64-26	1997-04-01	法人税	トップに戻る 3 判断 本件審査請求の争点は、主として本件更正処分の手続の違法性及び本件一時金が法人税法上の土地（土地の上に存する権利を含む。	https://www.kfs.go.jp/service/JP/64/26/index.html
64_28	裁決事例集No.64-28	1999-10-01	法人税	）が法人税の青色の確定申告書をその提出期限までに提出しなかったことを基因としてされた法人税の青色申告の承認の取消処分の適否を争点とする事案である。	https://www.kfs.go.jp/service/JP/64/28/index.html
65_24	裁決事例集No.65-24	1999-02-01	法人税	）が、当該有料老人ホームに係る建築工事の代金の一部について、裁判上の和解に基づき、工事施工業者から支払を免除された場合に、その免除が当該建築工事の瑕疵を理由とする工事代金の値引きであると認められるか否かを争点とする事案である。	https://www.kfs.go.jp/service/JP/65/24/index.html
65_26	裁決事例集No.65-26	2000-08-01	法人税	）が所有する車両の盗難による損失の計上時期及び当該盗難車両に係る保険金収入の計上時期を争点とする事案である。	https://www.kfs.go.jp/service/JP/65/26/index.html
65_27	裁決事例集No.65-27	1999-06-25	法人税	）に対する法人税の更正処分等について、〔1〕原処分庁の調査手続等に違法があったか否か及び〔2〕請求人が帳簿から除外した期末たな卸商品についての評価損が認められるか否かを主たる争点とする事案である。	https://www.kfs.go.jp/service/JP/65/27/index.html
65_28	裁決事例集No.65-28	1999-04-01	法人税	）が分譲マンションの建設用地として取得した土地に係る評価損について、これが損金の額に算入されるか否かを争点とする事案である。	https://www.kfs.go.jp/service/JP/65/28/index.html
65_29	裁決事例集No.65-29	2000-04-01	法人税	）の額が、法人税法第33条《資産の評価損の損金不算入等》第2項に基づき損金の額に算入することができるか否かを主たる争点とする事案である。	https://www.kfs.go.jp/service/JP/65/29/index.html
65_32	裁決事例集No.65-32	1996-04-01	法人税	）の有する金銭債権を貸倒金として本件事業年度の損金の額に算入できるか否かを争点とする事案である。	https://www.kfs.go.jp/service/JP/65/32/index.html
65_33	裁決事例集No.65-33	2000-01-01	法人税	）に対する法人税法第69条《外国税額の控除》の規定の適用について、〔1〕控除をされるべき外国法人税の額が、控除を受けるべき金額として確定申告書の所定の欄に記載された金額までに限られるか否か、〔2〕控除をされるべきこととなる外国法人税の額の一部を確定申告書に記載しなかったことにやむを得ない事情があるか否かを争点とする事案である。	https://www.kfs.go.jp/service/JP/65/33/index.html
65_34	裁決事例集No.65-34	2000-04-01	法人税	）第69条《外国税額の控除》第1項の規定の適用に関し、控除をされるべきこととなる外国法人税の額の全部を確定申告書に記載しなかったことについて、同条第15項に規定するやむを得ない事情があるか否かを主な争点とする事案である。	https://www.kfs.go.jp/service/JP/65/34/index.html
65_35	裁決事例集No.65-35	1994-06-01	法人税	）に対してなされた法人税法第127条《青色申告の承認の取消し》第1項第3号の規定に基づく法人税の青色申告の承認の取消処分は、適法か否かを争点とする事案である。	https://www.kfs.go.jp/service/JP/65/35/index.html
