id	pid	page_start	page_end	section_id	context	core
beps-a14-dispute-resolution-nta-ja-p004	p004	4	4	beps-a14-dispute-resolution-nta-ja	...を参照されたい。 - 3 - 序 1. OECD は G20 の要請を受けて、2013 年 7 月に「税源浸食と利益移転に関する行動計画 （BEPS 行動計画）」を公表した。BEPS 行動計画には、BEPS へ包括的に対処する 15 の行動が 含まれ、さらにこれらの行動の実施期限も設定さ...	packs/beps-a14-dispute-resolution-nta-ja-pack-00.txt
beps-a14-dispute-resolution-nta-ja-p007	p007	7	7	beps-a14-dispute-resolution-nta-ja	...的に反する 場合は、濫用防止規定を適用することにより租税条約上の特典が否定され得ると定めている。第 9.5 パラグラフで基準となる考え方は、BEPS 行動計画の行動 6 に係る取組で策定された、取引及 び取極の主要目的をベースにした一般的濫用防止ルール（主要目的テスト又は「PPT」ルール...	packs/beps-a14-dispute-resolution-nta-ja-pack-01.txt
beps-a14-dispute-resolution-nta-ja-p013	p013	13	13	beps-a14-dispute-resolution-nta-ja	...じた租税条約に関する紛争の解決を妨げる主な障害のいくつかは、相互協 議へのアクセスを提供するという租税条約上の義務の範囲に関する問題にある。BEPS に対する 取組の結果、さらに厳しいルールが実施され、執行当局は新たな租税条約及び移転価格ルールに ついての実践的経験及び共通解釈の両者の発...	packs/beps-a14-dispute-resolution-nta-ja-pack-02.txt
beps-a14-dispute-resolution-nta-ja-p027	p027	27	27	beps-a14-dispute-resolution-nta-ja	...てのガイダンスを示すべきである。 56. MAP 事案の文脈において、利子及び罰金に関する権限のある当局による配慮について の論点は、特に、BEPS に関する取組が相互協議へのプレッシャーを高めていく可能性 に照ら し、極めて重要である。したがって、各国が公表する相互協議ガイダンスでは、...	packs/beps-a14-dispute-resolution-nta-ja-pack-05.txt
beps-a14-dispute-resolution-nta-ja-p028	p028	28	28	beps-a14-dispute-resolution-nta-ja	...して、OECD モデル租税条約第25 条のコメンタリー改正を予定している。 C. モニタリングメカニズムの枠組み 60. 既に述べたように、BEPS 行動計画の行動 14 に関する取組の結論には、ミニマムスタン ダードに体現されたコミットメントが効果的に充足されることを確保するために、ミ...	packs/beps-a14-dispute-resolution-nta-ja-pack-05.txt
beps-a14-dispute-resolution-nta-ja-p029	p029	29	29	beps-a14-dispute-resolution-nta-ja	... の相互協議事案のうち90%を超える事案に関与しており、大きな前進を示している。 63. 強制的拘束的 MAP 仲裁制度の規定については、BEPS 行動計画の行動 15 で構想してい る多国間協定の交渉の一環として策定する。当該グループの各国は、特に、MAP 仲裁規定の範 囲についての...	packs/beps-a14-dispute-resolution-nta-ja-pack-05.txt
beps-a14-dispute-resolution-nta-ja-p030	p030	30	30	beps-a14-dispute-resolution-nta-ja	...FTA MAP フォーラム）によって策定されることとする。付託事項及び評価手法の 策定に向けたマンデイトは、以下に定める通りである。 前文 BEPS 行動計画の行動 14 に関する取組の結論は、租税条約に関する紛争を適時に、効果的かつ 効率的に解決することを確実にするよう意図した、多くの...	packs/beps-a14-dispute-resolution-nta-ja-pack-05.txt
beps-a14-peer-review-monitoring-nta-ja-p001	p001	1	1	beps-a14-peer-review-monitoring-nta-ja	本翻訳は参考のための仮訳であって、正確には原文を参照されたい。 税源浸食と利益移転（BEPS）行動 14 ピアレビュー及びモニタリング 概要 税源浸食と利益移転についての行動計画（以下、「BEPS 行動計画」という。）には、BEPS...	packs/beps-a14-peer-review-monitoring-nta-ja-pack-00.txt
beps-a14-peer-review-documents-oecd-en-p001	p001	1	1	beps-a14-peer-review-documents-oecd-en	BEPS Action 14 on More Effective Dispute Resolution Mechanisms PEER REVIEW...	packs/beps-a14-peer-review-documents-oecd-en-pack-00.txt
beps-a14-peer-review-documents-oecd-en-p002	p002	2	2	beps-a14-peer-review-documents-oecd-en	 1 BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVI...	packs/beps-a14-peer-review-documents-oecd-en-pack-00.txt
beps-a14-peer-review-documents-oecd-en-p003	p003	3	3	beps-a14-peer-review-documents-oecd-en	2  BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVI...	packs/beps-a14-peer-review-documents-oecd-en-pack-00.txt
beps-a14-peer-review-documents-oecd-en-p004	p004	4	4	beps-a14-peer-review-documents-oecd-en	 3 BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVI...	packs/beps-a14-peer-review-documents-oecd-en-pack-00.txt
beps-a14-peer-review-documents-oecd-en-p005	p005	5	5	beps-a14-peer-review-documents-oecd-en	4  BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVI...	packs/beps-a14-peer-review-documents-oecd-en-pack-00.txt
beps-a14-peer-review-documents-oecd-en-p006	p006	6	6	beps-a14-peer-review-documents-oecd-en	INTRODUCTION  5 BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVI...	packs/beps-a14-peer-review-documents-oecd-en-pack-00.txt
beps-a14-peer-review-documents-oecd-en-p007	p007	7	7	beps-a14-peer-review-documents-oecd-en	6  BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVI...	packs/beps-a14-peer-review-documents-oecd-en-pack-01.txt
beps-a14-peer-review-documents-oecd-en-p008	p008	8	8	beps-a14-peer-review-documents-oecd-en	 7 BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVI...	packs/beps-a14-peer-review-documents-oecd-en-pack-01.txt
beps-a14-peer-review-documents-oecd-en-p009	p009	9	9	beps-a14-peer-review-documents-oecd-en	8  BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVI...	packs/beps-a14-peer-review-documents-oecd-en-pack-02.txt
beps-a14-peer-review-documents-oecd-en-p010	p010	10	10	beps-a14-peer-review-documents-oecd-en	 9 BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVI...	packs/beps-a14-peer-review-documents-oecd-en-pack-02.txt
beps-a14-peer-review-documents-oecd-en-p011	p011	11	11	beps-a14-peer-review-documents-oecd-en	10  BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVI...	packs/beps-a14-peer-review-documents-oecd-en-pack-03.txt
beps-a14-peer-review-documents-oecd-en-p012	p012	12	12	beps-a14-peer-review-documents-oecd-en	 11 BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVI...	packs/beps-a14-peer-review-documents-oecd-en-pack-03.txt
beps-a14-peer-review-documents-oecd-en-p013	p013	13	13	beps-a14-peer-review-documents-oecd-en	12  BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVI...	packs/beps-a14-peer-review-documents-oecd-en-pack-04.txt
beps-a14-peer-review-documents-oecd-en-p014	p014	14	14	beps-a14-peer-review-documents-oecd-en	 13 BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVI...	packs/beps-a14-peer-review-documents-oecd-en-pack-04.txt
beps-a14-peer-review-documents-oecd-en-p015	p015	15	15	beps-a14-peer-review-documents-oecd-en	14  BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVI...	packs/beps-a14-peer-review-documents-oecd-en-pack-04.txt
beps-a14-peer-review-documents-oecd-en-p016	p016	16	16	beps-a14-peer-review-documents-oecd-en	 15 BEPS ACTION 14 ON MORE EFFECTIVE DISPUTE RESOLUTION MECHANISMS – PEER REVI...	packs/beps-a14-peer-review-documents-oecd-en-pack-05.txt
